epoch,average_loss,pit_acc,InstAcc,R_M_ST,R_M_dur,R_M_v,batch_failed,lr
60,1.3269,0.5229,0.5723,0.5655,0.0170,1.4491,0,0.0001
61,1.3218,0.5255,0.5736,0.5634,0.0170,1.4314,0,0.0001
62,1.3219,0.5249,0.5747,0.5667,0.0170,1.4369,0,0.0001
63,1.3242,0.5225,0.5756,0.5647,0.0170,1.4326,0,0.0001
64,1.3228,0.5231,0.5768,0.5687,0.0171,1.4451,0,0.0001
65,1.3172,0.5264,0.5765,0.5650,0.0169,1.4304,0,0.0001
66,1.3202,0.5234,0.5778,0.5666,0.0170,1.4382,0,0.0001
67,1.3182,0.5215,0.5784,0.5660,0.0171,1.4316,0,0.0001
68,1.3179,0.5247,0.5789,0.5649,0.0170,1.4317,0,0.0001
69,1.3156,0.5246,0.5801,0.5640,0.0170,1.4433,0,0.0001
70,1.3122,0.5266,0.5793,0.5650,0.0169,1.4324,0,0.0001
71,1.3114,0.5249,0.5817,0.5652,0.0170,1.4449,0,0.0001
72,1.3109,0.5246,0.5826,0.5684,0.0170,1.4293,0,0.0001
73,1.3126,0.5211,0.5829,0.5719,0.0170,1.4636,0,0.0001
74,1.3088,0.5241,0.5853,0.5699,0.0170,1.4431,0,0.0001
75,1.3074,0.5241,0.5822,0.5662,0.0170,1.4507,0,0.0001
76,1.3085,0.5218,0.5853,0.5674,0.0170,1.4524,0,0.0001
77,1.3059,0.5248,0.5865,0.5673,0.0170,1.4510,0,0.0001
78,1.3072,0.5238,0.5872,0.5672,0.0170,1.4582,0,0.0001
79,1.3080,0.5223,0.5881,0.5698,0.0171,1.4614,0,0.0001
80,1.3036,0.5257,0.5871,0.5619,0.0169,1.4429,0,0.0001
81,1.3018,0.5265,0.5888,0.5676,0.0169,1.4521,0,0.0001
82,1.3025,0.5253,0.5884,0.5637,0.0169,1.4512,0,0.0001
83,1.3039,0.5241,0.5886,0.5680,0.0170,1.4700,0,0.0001
84,1.2989,0.5264,0.5877,0.5680,0.0170,1.4594,0,0.0001
85,1.2993,0.5242,0.5910,0.5686,0.0170,1.4537,0,0.0001
86,1.2955,0.5265,0.5916,0.5711,0.0170,1.4590,0,0.0001
87,1.2980,0.5236,0.5908,0.5694,0.0171,1.4642,0,0.0001
88,1.2962,0.5252,0.5928,0.5671,0.0170,1.4510,0,0.0001
89,1.2925,0.5276,0.5925,0.5659,0.0169,1.4586,0,0.0001
90,1.2953,0.5228,0.5942,0.5713,0.0170,1.4605,0,0.0001
