epoch,average_loss,pit_acc,InstAcc,R_M_ST,R_M_dur,R_M_v,batch_failed,lr
85,33.4949,0.0000,0.0000,29.6656,0.0932,7540.2060,0,5.169878828456423e-30
86,32.2521,0.0000,0.0000,30.0797,0.0934,7154.2985,0,2.5849394142282116e-30
87,31.6572,0.0000,0.0000,30.8916,0.0925,6961.8837,0,1.2924697071141058e-30
88,32.6742,0.0000,0.0000,30.1426,0.0945,7273.2262,0,6.462348535570529e-31
89,32.6869,0.0000,0.0000,30.4976,0.0902,7269.9371,0,3.2311742677852645e-31
90,32.5688,0.0000,0.0000,30.7822,0.0930,7247.6343,0,1.6155871338926323e-31
91,33.3770,0.0000,0.0000,29.4463,0.0921,7506.9420,0,8.077935669463161e-32
92,32.3533,0.0000,0.0000,29.7521,0.0914,7194.6429,0,4.0389678347315806e-32
93,32.2341,0.0000,0.0000,29.6732,0.0908,7136.6227,0,2.0194839173657903e-32
94,32.2896,0.0000,0.0000,30.8498,0.0938,7147.3842,0,1.0097419586828952e-32
95,32.3736,0.0000,0.0000,30.3792,0.0922,7182.4184,0,5.048709793414476e-33
96,32.7069,0.0000,0.0000,29.8242,0.0895,7297.3495,0,2.524354896707238e-33
97,33.0605,0.0000,0.0000,30.2639,0.0932,7391.2448,0,1.262177448353619e-33
98,33.5592,0.0000,0.0000,30.5610,0.0893,7543.0647,0,6.310887241768095e-34
99,32.7651,0.0000,0.0000,29.9774,0.0937,7309.9548,0,3.1554436208840474e-34
100,31.8698,0.0000,0.0000,30.2956,0.0928,7035.1271,0,1.5777218104420237e-34
