epoch,average_loss,pit_acc,InstAcc,R_M_ST,R_M_dur,R_M_v,batch_failed,lr
63,23.7569,0.2216,0.0000,6.8497,0.3660,141.0329,0,0.0001
64,23.7441,0.2338,0.0000,6.9844,0.3556,84.4398,0,0.0001
65,23.5891,0.2133,0.0000,7.6945,0.3697,60.9840,0,0.0001
66,23.7552,0.2445,0.0000,7.4538,0.3546,148.4403,0,0.0001
67,23.5670,0.2436,0.0000,7.2348,0.3525,109.3272,0,0.0001
68,23.4226,0.2404,0.0000,6.7852,0.3563,97.1758,0,0.0001
69,23.5150,0.2154,0.0000,7.0610,0.3599,55.3293,0,0.0001
70,23.2891,0.2289,0.0000,7.3984,0.3590,71.2463,0,0.0001
71,23.3793,0.2384,0.0000,7.4092,0.3551,81.4230,0,0.0001
72,23.0829,0.2373,0.0000,7.4336,0.3580,38.1121,0,0.0001
73,23.3657,0.2297,0.0000,7.0868,0.3611,44.8740,0,0.0001
74,23.1220,0.2303,0.0000,6.7475,0.3599,44.7622,0,0.0001
75,23.3131,0.2371,0.0000,6.6612,0.3566,100.6554,0,0.0001
76,23.5136,0.2251,0.0000,7.2288,0.3589,137.3501,0,0.0001
77,23.0646,0.2366,0.0000,7.3506,0.3545,54.0294,0,0.0001
78,23.2127,0.2136,0.0000,7.3831,0.3616,34.3112,0,0.0001
79,23.0823,0.2336,0.0000,6.9636,0.3563,67.8513,0,0.0001
80,23.2046,0.2106,0.0000,6.7968,0.3709,71.1305,0,0.0001
81,23.0082,0.2057,0.0000,6.8189,0.3715,29.2214,0,0.0001
82,23.1593,0.2203,0.0000,6.5474,0.3625,71.5570,0,0.0001
83,23.1069,0.2251,0.0000,6.9088,0.3666,49.7333,0,0.0001
84,22.9153,0.2120,0.0000,6.7326,0.3681,25.2936,0,0.0001
85,22.8138,0.2217,0.0000,6.8770,0.3625,13.0420,0,0.0001
86,23.2086,0.2555,0.0000,6.6984,0.3479,94.2161,0,0.0001
87,23.0261,0.2079,0.0000,5.8402,0.3697,51.7310,0,0.0001
88,22.9766,0.2250,0.0000,5.9209,0.3581,44.2957,0,0.0001
89,23.0086,0.2435,0.0000,5.7753,0.3522,33.4325,0,0.0001
90,23.1186,0.2147,0.0000,5.3850,0.3669,81.1375,0,0.0001
91,23.0189,0.2275,0.0000,5.3728,0.3624,59.3329,0,0.0001
92,22.9884,0.2455,0.0000,5.6207,0.3517,34.6473,0,0.0001
93,23.1042,0.2376,0.0000,4.3920,0.3581,82.8004,0,0.0001
94,23.0697,0.2619,0.0000,4.2817,0.3447,82.7089,0,0.0001
95,22.8958,0.2396,0.0000,4.4489,0.3559,37.8715,0,0.0001
96,22.8808,0.2149,0.0000,4.1445,0.3692,25.2150,0,0.0001
96,23.0488,0.2326,0.0000,4.3998,0.3618,44.0994,0,0.0001
97,22.8460,0.2367,0.0000,3.8273,0.3589,36.7454,0,0.0001
98,22.8782,0.2411,0.0000,4.0984,0.3555,40.4110,0,0.0001
99,22.9431,0.2237,0.0000,5.2474,0.3617,47.8581,0,0.0001
100,22.9041,0.2311,0.0000,4.4870,0.3582,36.2088,0,0.0001
101,22.7693,0.2224,0.0000,3.2010,0.3636,23.8681,0,0.0001
102,22.7607,0.2358,0.0000,3.0063,0.3564,19.8842,0,0.0001
103,22.8176,0.2418,0.0000,2.9823,0.3523,30.4502,0,0.0001
104,22.7688,0.2362,0.0000,2.9353,0.3579,34.5353,0,0.0001
105,22.7829,0.2380,0.0000,2.8226,0.3582,30.7165,0,0.0001
106,22.6757,0.2175,0.0000,2.7486,0.3656,8.3321,0,0.0001
106,22.8044,0.2328,0.0000,2.8068,0.3618,24.6219,0,0.0001
107,22.7186,0.2362,0.0000,2.3940,0.3589,23.2679,0,0.0001
108,22.6884,0.2402,0.0000,2.5294,0.3555,18.2698,0,0.0001
109,22.7364,0.2235,0.0000,3.1674,0.3617,28.3183,0,0.0001
110,22.7883,0.2315,0.0000,3.5278,0.3582,21.7973,0,0.0001
111,22.7527,0.2231,0.0000,3.3306,0.3636,16.1015,0,0.0001
112,22.5914,0.2366,0.0000,2.6669,0.3564,11.1106,0,0.0001
113,22.8189,0.2423,0.0000,3.9115,0.3523,19.4018,0,0.0001
114,23.2288,0.2366,0.0000,2.6217,0.3579,50.8951,0,0.0001
115,22.8516,0.2389,0.0000,3.0350,0.3582,17.0401,0,0.0001
116,22.5816,0.2180,0.0000,2.3730,0.3656,3.8167,0,0.0001
117,22.8010,0.2294,0.0000,2.6303,0.3608,32.3769,0,0.0001
118,22.6250,0.2453,0.0000,3.0196,0.3529,17.6525,0,0.0001
119,22.6165,0.2422,0.0000,2.8429,0.3563,11.4662,0,0.0001
120,22.5817,0.2328,0.0000,2.1431,0.3570,3.1427,0,0.0001
121,22.6414,0.2240,0.0000,2.3219,0.3607,20.1314,0,0.0001
122,22.6442,0.1859,0.0000,3.3483,0.3825,6.8744,0,0.0001
123,22.5853,0.1853,0.0000,2.2854,0.3828,14.6594,0,0.0001
124,22.6017,0.2083,0.0000,1.8595,0.3679,27.1427,0,0.0001
125,22.5245,0.2218,0.0000,1.8506,0.3614,13.2865,0,0.0001
126,22.4991,0.2457,0.0000,1.6055,0.3513,10.4842,0,0.0001
127,22.4557,0.2429,0.0000,1.5672,0.3534,2.3777,0,0.0001
128,22.6036,0.2107,0.0000,1.5684,0.3697,34.3934,0,0.0001
129,22.5967,0.1919,0.0000,1.6918,0.3795,31.1254,0,0.0001
130,22.5570,0.2449,0.0000,1.9997,0.3547,16.6256,0,0.0001
131,22.5206,0.2169,0.0000,1.6533,0.3686,15.1683,0,0.0001
132,22.5277,0.2243,0.0000,1.6086,0.3600,13.2658,0,0.0001
133,22.4914,0.2450,0.0000,1.9460,0.3518,15.3172,0,0.0001
134,22.4460,0.2591,0.0000,1.7932,0.3479,2.9547,0,0.0001
135,22.5018,0.2354,0.0000,1.5877,0.3635,12.5135,0,0.0001
136,22.5307,0.1963,0.0000,1.6347,0.3773,13.8001,0,0.0001
137,22.5247,0.2519,0.0000,2.1908,0.3488,10.1058,0,0.0001
138,22.6099,0.2418,0.0000,1.8302,0.3561,36.6976,0,0.0001
139,22.5424,0.2312,0.0000,1.5419,0.3598,15.8124,0,0.0001
140,22.5744,0.2296,0.0000,1.8162,0.3613,6.1009,0,0.0001
141,22.8677,0.2349,0.0000,1.9443,0.3555,42.1643,0,0.0001
142,22.8238,0.2396,0.0000,2.4397,0.3583,19.8922,0,0.0001
143,22.5289,0.2507,0.0000,1.6925,0.3469,9.2119,0,0.0001
144,22.5014,0.1888,0.0000,1.5508,0.3818,6.8586,0,0.0001
145,22.5810,0.2263,0.0000,2.7089,0.3633,25.1457,0,0.0001
146,22.4946,0.2203,0.0000,2.0051,0.3672,12.7237,0,0.0001
147,22.4333,0.2362,0.0000,1.3889,0.3601,1.9914,0,0.0001
148,22.5293,0.2325,0.0000,1.4794,0.3569,20.7102,0,0.0001
149,22.4549,0.2399,0.0000,1.6060,0.3528,8.7211,0,0.0001
150,22.4749,0.2563,0.0000,2.0317,0.3481,17.4591,0,0.0001
151,22.5389,0.2073,0.0000,1.6488,0.3685,18.6390,0,0.0001
152,22.4890,0.2099,0.0000,1.4947,0.3726,6.8890,0,0.0001
153,22.5554,0.2275,0.0000,1.5868,0.3606,27.4207,0,0.0001
154,22.4545,0.2505,0.0000,2.1409,0.3513,2.6750,0,0.0001
155,22.4757,0.2243,0.0000,1.7289,0.3632,4.8564,0,0.0001
156,22.5557,0.2376,0.0000,1.5537,0.3576,27.3555,0,0.0001
157,22.4165,0.2385,0.0000,1.8663,0.3558,1.7057,0,0.0001
158,22.5293,0.2183,0.0000,1.7538,0.3642,15.2968,0,0.0001
159,22.5338,0.2385,0.0000,1.4985,0.3572,19.3590,0,0.0001
160,22.5148,0.2359,0.0000,1.6981,0.3556,4.4037,0,0.0001
161,22.4547,0.2397,0.0000,1.8435,0.3548,9.6205,0,0.0001
162,22.4451,0.2155,0.0000,1.6065,0.3712,3.4856,0,0.0001
163,22.4940,0.2293,0.0000,1.4672,0.3631,15.2434,0,0.0001
164,22.5189,0.2429,0.0000,1.6974,0.3537,16.8465,0,0.0001
165,22.6105,0.2507,0.0000,3.5800,0.3466,26.0400,0,0.0001
166,22.5080,0.2220,0.0000,1.9399,0.3623,3.6397,0,0.0001
167,22.5140,0.2334,0.0000,1.6766,0.3599,12.8671,0,0.0001
168,22.5392,0.2222,0.0000,1.9449,0.3660,17.2325,0,0.0001
169,22.5389,0.2377,0.0000,3.6007,0.3556,14.9746,0,0.0001
170,22.4703,0.2163,0.0000,1.9997,0.3697,2.5312,0,0.0001
171,22.6238,0.2449,0.0000,2.3268,0.3546,27.3969,0,0.0001
172,22.4312,0.2448,0.0000,1.4442,0.3525,7.5900,0,0.0001
173,22.5281,0.2449,0.0000,2.1220,0.3563,20.6530,0,0.0001
174,22.4564,0.2264,0.0000,1.7333,0.3599,8.8078,0,0.0001
175,22.4587,0.2297,0.0000,1.6585,0.3590,5.1058,0,0.0001
176,22.4865,0.2387,0.0000,1.8725,0.3551,9.6488,0,0.0001
177,22.4334,0.2381,0.0000,1.6578,0.3580,7.6843,0,0.0001
178,22.4430,0.2318,0.0000,1.4220,0.3611,10.6094,0,0.0001
179,22.5190,0.2319,0.0000,1.7445,0.3599,17.6445,0,0.0001
180,22.4940,0.2373,0.0000,1.4711,0.3566,18.9169,0,0.0001
181,22.4904,0.2259,0.0000,1.4948,0.3589,17.5925,0,0.0001
182,22.4205,0.2436,0.0000,1.9248,0.3545,5.5059,0,0.0001
183,22.4611,0.2263,0.0000,1.8536,0.3616,2.6819,0,0.0001
184,22.4654,0.2343,0.0000,1.6106,0.3563,10.5176,0,0.0001
185,22.5256,0.2106,0.0000,1.4694,0.3709,25.8633,0,0.0001
186,22.4723,0.2057,0.0000,1.8627,0.3715,4.3426,0,0.0001
187,22.5058,0.2203,0.0000,1.6500,0.3625,19.1807,0,0.0001
188,22.4756,0.2268,0.0000,1.7074,0.3666,7.5973,0,0.0001
189,22.5044,0.2129,0.0000,1.5950,0.3681,6.2670,0,0.0001
190,22.4470,0.2231,0.0000,2.5216,0.3625,1.6966,0,0.0001
191,22.5196,0.2563,0.0000,2.7418,0.3479,12.7512,0,0.0001
