epoch,average_loss,pit_acc,InstAcc,R_M_ST,R_M_dur,R_M_v,batch_failed,lr
71,1.4563,0.4754,0.5326,0.9437,0.0197,2.1440,0,0.0001
72,1.4532,0.4850,0.5352,0.9173,0.0196,1.9699,0,0.0001
73,1.4446,0.4810,0.5272,0.8822,0.0196,1.9850,0,0.0001
74,1.4415,0.4855,0.5459,0.8754,0.0196,2.0288,0,0.0001
75,1.4399,0.4819,0.5451,0.8903,0.0197,1.9911,0,0.0001
76,1.4350,0.4840,0.5491,0.8654,0.0196,1.9995,0,0.0001
77,1.4361,0.4796,0.5508,0.8577,0.0196,1.9952,0,0.0001
78,1.4271,0.4824,0.5490,0.8635,0.0196,2.0565,0,0.0001
79,1.4262,0.4885,0.5579,0.8777,0.0195,2.0944,0,0.0001
80,1.4304,0.4839,0.5561,0.8474,0.0196,1.9375,0,0.0001
81,1.4268,0.4841,0.5552,0.8509,0.0196,1.9826,0,0.0001
82,1.4184,0.4840,0.5564,0.8395,0.0196,1.9797,0,0.0001
83,1.4219,0.4837,0.5638,0.8434,0.0196,2.0043,0,0.0001
84,1.4250,0.4826,0.5625,0.8837,0.0195,2.0854,0,0.0001
85,1.4362,0.4754,0.5675,0.8349,0.0195,1.9695,0,0.0001
86,1.4353,0.4814,0.5556,0.8647,0.0195,1.9385,0,0.0001
87,1.4179,0.4831,0.5521,0.8536,0.0194,1.9917,0,0.0001
88,1.4156,0.4852,0.5665,0.8425,0.0195,1.9897,0,0.0001
89,1.4083,0.4859,0.5674,0.8340,0.0195,2.0221,0,0.0001
90,1.4045,0.4833,0.5750,0.8419,0.0194,2.0056,0,0.0001
91,1.4123,0.4851,0.5802,0.8244,0.0195,1.9610,0,0.0001
92,1.4209,0.4711,0.5734,0.8329,0.0195,2.0771,0,0.0001
93,1.4164,0.4827,0.5680,0.8118,0.0195,1.9218,0,0.0001
94,1.4077,0.4809,0.5661,0.8211,0.0194,1.9501,0,0.0001
95,1.4056,0.4810,0.5736,0.8337,0.0194,1.9925,0,0.0001
96,1.3983,0.4867,0.5861,0.8240,0.0194,2.0249,0,0.0001
97,1.4011,0.4850,0.5860,0.8103,0.0194,1.9536,0,0.0001
98,1.3990,0.4803,0.5817,0.8216,0.0195,2.0126,0,0.0001
99,1.3945,0.4889,0.5822,0.8146,0.0194,1.9727,0,0.0001
100,1.4228,0.4870,0.5866,0.8077,0.0194,1.9245,0,0.0001
101,1.4459,0.4764,0.5656,0.9043,0.0195,2.0537,0,0.0001
102,1.4493,0.4772,0.5486,0.9311,0.0195,1.9400,0,0.0001
103,1.4169,0.4807,0.5516,0.9683,0.0194,1.9601,0,0.0001
104,1.4078,0.4801,0.5801,0.8738,0.0195,1.9175,0,0.0001
105,1.3982,0.4860,0.5878,0.8431,0.0195,2.1310,0,0.0001
106,1.4094,0.4838,0.5813,0.8262,0.0194,1.9834,0,0.0001
107,1.4001,0.4851,0.5767,0.8081,0.0194,1.9075,0,0.0001
108,1.3970,0.4851,0.5737,0.7981,0.0193,1.9464,0,0.0001
109,1.4161,0.4741,0.5808,0.7939,0.0194,1.9536,0,0.0001
110,1.4148,0.4823,0.5789,0.7927,0.0193,1.9356,0,0.0001
111,1.3994,0.4818,0.5736,0.8371,0.0193,2.0133,0,0.0001
112,1.3921,0.4807,0.5823,0.8397,0.0193,2.0519,0,0.0001
113,1.3941,0.4842,0.5885,0.8432,0.0194,1.9592,0,0.0001
114,1.3904,0.4882,0.5842,0.8096,0.0193,1.9510,0,0.0001
115,1.3851,0.4861,0.5890,0.7833,0.0192,1.9601,0,0.0001
116,1.3818,0.4856,0.5936,0.7829,0.0193,1.9117,0,0.0001
117,1.3759,0.4855,0.5955,0.7855,0.0192,1.9662,0,0.0001
118,1.3838,0.4872,0.5992,0.7855,0.0193,1.9224,0,0.0001
119,1.4002,0.4815,0.6002,0.7739,0.0193,1.9161,0,0.0001
120,1.3843,0.4812,0.5874,0.8032,0.0193,1.9976,0,0.0001
121,1.3805,0.4814,0.5850,0.8009,0.0192,1.9591,0,0.0001
122,1.3720,0.4857,0.6000,0.8090,0.0192,1.9759,0,0.0001
123,1.3709,0.4861,0.6053,0.7910,0.0192,1.9711,0,0.0001
124,1.3720,0.4865,0.6049,0.7841,0.0192,1.9474,0,0.0001
125,1.3676,0.4892,0.5989,0.7746,0.0192,1.9470,0,0.0001
126,1.3674,0.4842,0.5950,0.7835,0.0193,1.9544,0,0.0001
127,1.3648,0.4886,0.6013,0.7843,0.0193,1.9772,0,0.0001
128,1.3687,0.4872,0.6042,0.7677,0.0193,1.9116,0,0.0001
129,1.3650,0.4836,0.6002,0.7702,0.0193,1.9427,0,0.0001
130,1.3620,0.4882,0.6018,0.7770,0.0193,1.9647,0,0.0001
131,1.3686,0.4862,0.6063,0.7719,0.0193,1.9359,0,0.0001
132,1.3833,0.4860,0.6077,0.7603,0.0193,1.8862,0,0.0001
133,1.4120,0.4735,0.5935,0.7517,0.0192,1.8787,0,0.0001
134,1.3947,0.4793,0.5719,0.7980,0.0193,1.9693,0,0.0001
135,1.3824,0.4806,0.5815,0.8999,0.0194,1.9724,0,0.0001
136,1.3842,0.4776,0.6027,0.8685,0.0193,1.8946,0,0.0001
137,1.3691,0.4832,0.6090,0.8458,0.0192,1.9401,0,0.0001
138,1.3584,0.4886,0.6039,0.8055,0.0191,2.0052,0,0.0001
139,1.3607,0.4859,0.6072,0.7921,0.0193,1.9813,0,0.0001
140,1.3632,0.4845,0.6054,0.7983,0.0192,1.9033,0,0.0001
141,1.3610,0.4876,0.6059,0.7949,0.0192,1.9348,0,0.0001
142,1.3571,0.4851,0.6041,0.7753,0.0192,1.9714,0,0.0001
143,1.3540,0.4893,0.6100,0.7858,0.0192,1.9758,0,0.0001
144,1.3593,0.4770,0.6107,0.7918,0.0193,1.9903,0,0.0001
145,1.3693,0.4880,0.6118,0.7889,0.0192,1.9935,0,0.0001
146,1.3733,0.4861,0.5990,0.7856,0.0193,1.9649,0,0.0001
147,1.3650,0.4818,0.5898,0.7741,0.0192,1.9073,0,0.0001
148,1.3643,0.4852,0.5984,0.7638,0.0192,1.9257,0,0.0001
149,1.3579,0.4857,0.6049,0.7634,0.0193,1.9195,0,0.0001
150,1.3486,0.4885,0.6109,0.7688,0.0191,1.9332,0,0.0001
151,1.3594,0.4837,0.6106,0.7690,0.0193,1.9810,0,0.0001
152,1.3495,0.4863,0.6085,0.7932,0.0193,2.0444,0,0.0001
153,1.3506,0.4891,0.6113,0.7781,0.0193,1.9387,0,0.0001
154,1.3497,0.4782,0.6068,0.7853,0.0193,1.9651,0,0.0001
155,1.3449,0.4845,0.6098,0.7807,0.0193,1.9441,0,0.0001
156,1.3450,0.4876,0.6157,0.7813,0.0195,1.9569,0,0.0001
157,1.3393,0.4841,0.6138,0.7750,0.0193,1.9974,0,0.0001
158,1.3434,0.4881,0.6131,0.7595,0.0192,1.8925,0,0.0001
159,1.3409,0.4898,0.6152,0.7713,0.0192,1.9321,0,0.0001
160,1.3394,0.4881,0.6125,0.7864,0.0191,1.9543,0,0.0001
161,1.3454,0.4898,0.6138,0.7697,0.0192,1.9436,0,0.0001
162,1.3300,0.4890,0.6111,0.7694,0.0191,1.9886,0,0.0001
163,1.3273,0.4911,0.6161,0.7768,0.0192,1.9437,0,0.0001
164,1.3259,0.4906,0.6189,0.7735,0.0192,1.9494,0,0.0001
165,1.3287,0.4891,0.6210,0.7621,0.0191,1.9591,0,0.0001
166,1.3269,0.4930,0.6211,0.7663,0.0192,1.9587,0,0.0001
167,1.3297,0.4913,0.6208,0.7598,0.0192,1.9687,0,0.0001
168,1.3249,0.4917,0.6126,0.7753,0.0192,2.0216,0,0.0001
169,1.3256,0.4929,0.6140,0.7621,0.0192,1.9933,0,0.0001
170,1.3300,0.4858,0.6131,0.7552,0.0192,1.9515,0,0.0001
171,1.3254,0.4928,0.6155,0.7496,0.0192,1.9286,0,0.0001
172,1.3257,0.4942,0.6182,0.7492,0.0191,1.8492,0,0.0001
173,1.3282,0.4880,0.6171,0.7676,0.0193,1.9945,0,0.0001
174,1.3339,0.4907,0.6167,0.7524,0.0193,1.9166,0,0.0001
175,1.3576,0.4844,0.6097,0.7613,0.0193,1.9689,0,0.0001
176,1.3540,0.4867,0.5937,0.7882,0.0192,2.0331,0,0.0001
177,1.3437,0.4906,0.5850,0.8680,0.0192,2.0437,0,0.0001
178,1.3396,0.4851,0.6157,0.8152,0.0193,1.9530,0,0.0001
179,1.3290,0.4914,0.6217,0.8384,0.0192,1.9435,0,0.0001
180,1.3254,0.4882,0.6144,0.7884,0.0192,1.9509,0,0.0001
181,1.3186,0.4957,0.6209,0.7996,0.0192,2.0045,0,0.0001
182,1.3144,0.4940,0.6265,0.7911,0.0192,1.9308,0,0.0001
183,1.3111,0.4964,0.6258,0.7691,0.0191,1.9513,0,0.0001
184,1.3133,0.4890,0.6241,0.7689,0.0191,1.9465,0,0.0001
185,1.3129,0.4963,0.6206,0.7574,0.0191,1.8839,0,0.0001
186,1.3117,0.4936,0.6200,0.7578,0.0191,1.8989,0,0.0001
187,1.3144,0.4886,0.6204,0.7647,0.0191,1.9989,0,0.0001
188,1.3194,0.4936,0.6198,0.7528,0.0192,1.8951,0,0.0001
189,1.3131,0.4960,0.6207,0.7481,0.0191,1.8607,0,0.0001
190,1.3159,0.4943,0.6235,0.7535,0.0191,1.9110,0,0.0001
