epoch,average_loss,pit_acc,InstAcc,R_M_ST,R_M_dur,R_M_v,batch_failed,lr
30,5.9226,0.5702,0.0000,9.3908,0.1973,4355.9603,0,0.0001
31,5.9212,0.5683,0.0000,9.4322,0.1984,4379.5675,0,0.0001
32,5.9199,0.5673,0.0000,9.4563,0.1988,4390.0028,0,0.0001
33,5.9194,0.5700,0.0000,9.4035,0.1976,4362.2069,0,0.0001
34,5.9185,0.5699,0.0000,9.4119,0.1976,4363.6652,0,0.0001
35,5.9184,0.5686,0.0000,9.4260,0.1982,4376.6911,0,0.0001
36,5.9174,0.5677,0.0000,9.4582,0.1987,4386.5562,0,0.0001
37,5.9174,0.5686,0.0000,9.4293,0.1983,4377.5266,0,0.0001
38,5.9173,0.5658,0.0000,9.4920,0.1995,4404.9596,0,0.0001
39,5.9167,0.5662,0.0000,9.4835,0.1993,4401.1582,0,0.0001
40,5.9162,0.5703,0.0000,9.3884,0.1974,4360.0282,0,0.0001
41,5.9159,0.5709,0.0000,9.3835,0.1972,4353.4609,0,0.0001
42,5.9157,0.5702,0.0000,9.3966,0.1975,4360.9556,0,0.0001
43,5.9154,0.5690,0.0000,9.4247,0.1981,4373.0426,0,0.0001
44,5.9153,0.5687,0.0000,9.4218,0.1982,4375.3808,0,0.0001
45,5.9155,0.5697,0.0000,9.4112,0.1978,4366.4082,0,0.0001
46,5.9157,0.5692,0.0000,9.4078,0.1980,4370.8116,0,0.0001
47,5.9158,0.5664,0.0000,9.4713,0.1993,4399.6520,0,0.0001
48,5.9157,0.5700,0.0000,9.4039,0.1976,4363.1162,0,0.0001
49,5.9154,0.5688,0.0000,9.4270,0.1981,4374.8759,0,0.0001
50,5.9151,0.5666,0.0000,9.4797,0.1991,4397.0366,0,0.0001
51,5.9151,0.5698,0.0000,9.4107,0.1977,4365.2843,0,0.0001
52,5.9153,0.5675,0.0000,9.4469,0.1987,4388.3470,0,0.0001
53,5.9154,0.5692,0.0000,9.4168,0.1980,4370.8033,0,0.0001
54,5.9155,0.5685,0.0000,9.4380,0.1983,4377.9679,0,0.0001
55,5.9155,0.5683,0.0000,9.4421,0.1984,4380.6947,0,0.0001
56,5.9155,0.5660,0.0000,9.4860,0.1995,4403.3564,0,0.0001
57,5.9154,0.5696,0.0000,9.4181,0.1978,4367.4672,0,0.0001
58,5.9152,0.5679,0.0000,9.4442,0.1986,4383.5447,0,0.0001
59,5.9150,0.5701,0.0000,9.4100,0.1975,4361.6570,0,0.0001
60,5.9150,0.5665,0.0000,9.4810,0.1992,4398.5889,0,0.0001
61,5.9150,0.5698,0.0000,9.3985,0.1977,4364.6991,0,0.0001
62,5.9151,0.5696,0.0000,9.4100,0.1978,4367.2088,0,0.0001
63,5.9151,0.5672,0.0000,9.4528,0.1989,4391.0782,0,0.0001
64,5.9151,0.5687,0.0000,9.4265,0.1982,4375.7014,0,0.0001
65,5.9150,0.5694,0.0000,9.4079,0.1978,4368.5867,0,0.0001
66,5.9148,0.5695,0.0000,9.4094,0.1978,4367.3514,0,0.0001
67,5.9146,0.5678,0.0000,9.4548,0.1986,4384.7486,0,0.0001
68,5.9146,0.5677,0.0000,9.4512,0.1987,4386.2526,0,0.0001
69,5.9145,0.5698,0.0000,9.4039,0.1976,4365.0338,0,0.0001
70,5.9145,0.5689,0.0000,9.4302,0.1981,4373.3056,0,0.0001
71,5.9145,0.5684,0.0000,9.4370,0.1984,4379.3663,0,0.0001
72,5.9145,0.5689,0.0000,9.4235,0.1981,4373.8845,0,0.0001
73,5.9144,0.5680,0.0000,9.4535,0.1985,4383.2830,0,0.0001
